"","lat","lng","name","type","elev"
"5072",42.6210197224037,-113.686124166719,"Minidoka Memorial Hospital","Heliport",4156
"5077",47.314076111413,-116.567389722412,"Benewah Community Hospital","Heliport",2235
"5080",45.1738888887048,-113.891111111389,"Steele Memorial","Heliport",4004
"5102",42.7054627775493,-114.349495000288,"Sun Valley Gun Club","Heliport",6000
"5107",42.5432500001218,-114.545399999894,"Shetler's","Heliport",3848
"5108",42.5908333332848,-114.49611111112,"St Luke's Magic Valley","Heliport",3686
"5109",43.5742305558356,-111.108241666942,"Teton Springs","Heliport",6296
"5121",41.2058675000241,-90.7598619442345,"Mercer County Hospital","Heliport",729
"5124",41.6750330557914,-87.7494955554561,"Alsip Fire Department","Heliport",623
"5126",38.9050477776844,-90.1734425002108,"St Anthony's Hospital","Heliport",580
"5127",38.9022222219405,-90.1613888886605,"Alton Memorial Hospital","Heliport",525
"5129",37.4639383329986,-89.2459169441359,"Joan Graves Edwards","Heliport",624
"5135",42.0674999999268,-87.9941666665608,"Northwest Community Hospital","Heliport",758
"5142",41.7866955556081,-88.3239611108076,"Provena Mercy Medical Center","Heliport",700
"5143",41.7288888888331,-88.2716666666046,"Rush-Copley Medical Center","Heliport",700
"5144",42.1958575003178,-88.1728577776884,"Advocate Good Shepherd Hospital","Heliport",793
"5145",41.9997494443338,-88.2053530556871,"Urso","Heliport",785
"5146",39.0336111109081,-90.6661111111537,"Batchtown","Heliport",595
"5147",40.0066666664409,-90.4302777776295,"Heritage Manor South","Heliport",444
"5153",38.5508836109125,-90.0217722223494,"Memorial Hospital","Heliport",584
"5155",38.5100000000901,-89.988888889216,"St Elizabeth's Hospital","Heliport",564
"5163",38.009444444146,-88.9186111108056,"Franklin Hospital","Heliport",445
"5167",40.4822577777057,-88.9564636114771,"Osf St Joseph Medical Center","Heliport",855
"5169",40.480000000109,-89.0216666666498,"Stark","Heliport",750
"5174",41.6811111109659,-88.086388888625,"Adventist Bolingbrook Hospital","Heliport",689
"5177",38.6264372223388,-89.5236966669827,"St Joseph's Hospital - Breese","Heliport",755
"5178",41.8608647219272,-87.8364480552477,"Loyola University Medical Center","Heliport",623
"5180",38.9458333331133,-90.5872222226274,"Brussels","Heliport",515
"5182",42.3000000000509,-88.3805555558155,"Oak Landing","Heliport",870
"5192",40.5530555552249,-90.0397222218128,"Graham Hospital","Heliport",680
"5196",37.7269947225484,-89.221194444236,"Memorial Hosp Of Carbondale","Heliport",500
"5198",39.3002777777334,-89.8836111106663,"Carlinville Area Hospital","Heliport",628
"5200",39.2981025001722,-90.4151188886696,"Boyd Hospital","Heliport",600
"5203",40.4083333331245,-91.1124999999808,"Memorial Hospital","Heliport",653
"5206",42.2125238889404,-88.2523049997065,"Cary Fire Dept","Heliport",830
"5209",38.5316666666365,-89.1194444441301,"St Mary's Good Samaritan Hospital","Heliport",490
"5210",38.5544444443741,-89.1963888887998,"Centralia Correctional Center","Heliport",465
"5211",38.570555555468,-90.1075000004052,"Touchette Rgnl Hospital","Heliport",416
"5217",39.7036630552666,-89.7489902774842,"Shag Bark Farms","Heliport",570
"5218",39.6652777778789,-89.7055555558057,"Ac & R Components","Heliport",600
"5220",42.4219625003278,-88.7306572219502,"Munch","Heliport",900
"5223",37.9172555558372,-89.8128500000659,"Memorial Hospital","Heliport",620
"5225",41.8482222221781,-87.6483611115257,"Chicago Helicopter Experience","Heliport",582
"5227",41.9861111108017,-87.8147222219479,"Resurrection Medical Center","Heliport",663
"5228",41.888055555525,-87.6097222220612,"Chicago Police Marine","Heliport",584
"5229",41.8000336112553,-87.6278277773924,"First Area Police Hdqtrs","Heliport",600
"5230",41.9027777776525,-87.6827777781193,"Sts Mary And Elizabeth Medical Center","Heliport",597
"5231",41.9483333334269,-87.6933333330506,"Wgn-Tv","Heliport",591
"5232",41.7883672218968,-87.6042155556578,"University Of Chicago Hospitals","Heliport",665
"5234",41.8747547223616,-87.6733869446493,"John H Stroger Hospital Of Cook County","Heliport",593
"5235",41.8961436107837,-87.6422752779023,"Marcor","Heliport",1047
"5236",41.5591666664061,-87.8058333329227,"Tinley Park Helistop","Heliport",760
"5237",41.7241666666541,-87.5266666669727,"Chicago Fire Dept Air Sea Rescue","Heliport",598
"5242",41.8964689999439,-87.6215380001484,"Lurie Childrens Hospital","Heliport",1020
"5245",41.7233333330312,-87.7333333336639,"Advocate Christ Medical Center","Heliport",669
"5247",42.0480827777981,-88.0525719445015,"Schaumburg Muni Helistop","Heliport",730
"5248",41.5046111111755,-87.639966666911,"Franciscan St James Health - Chicago Heights","Heliport",694
"5252",40.1716666667495,-88.8374999995738,"Clinton Power Station","Heliport",737
"5254",41.4941666663434,-90.3127777773439,"Quad City Med Force","Heliport",654
"5263",38.1922722224913,-89.5953719445387,"Hurst Aviation","Heliport",529
"5266",42.2205791669055,-88.2848061113647,"Crystal Lake Holiday Inn","Heliport",909
"5273",40.1225000002329,-87.5880555553993,"Danville V A","Heliport",630
"5274",40.0997222224233,-87.5744444448093,"Welch","Heliport",650
"5276",40.131703333416,-87.5361286110806,"Danville Correctional Center","Heliport",650
"5277",40.1364252781023,-87.6452988885711,"Provena United Samaritans Medical Center","Heliport",612
"5280",39.8672222221419,-88.961388889127,"Decatur Memorial Hospital","Heliport",750
"5281",39.8272588886527,-88.9309100001578,"St Mary's Hospital - Decatur","Heliport",658
"5282",39.8467041666607,-89.0270244444815,"Decatur Conference Center And Hotel","Heliport",678
"5283",39.8666666667778,-88.8852777774104,"Refreshment Services Inc","Heliport",680
"5286",41.9606111109396,-88.721738888845,"Kishwaukee Community Hospital","Heliport",852
"5290",42.0550283334751,-87.8914552777598,"Holy Family Hospital","Heliport",650
"5292",41.8444766664114,-89.4792980556993,"Katherine Shaw Bethea Hospital","Heliport",582
"5294",41.8724999998416,-89.4838888887723,"Dixon Correctional Center","Heliport",794
"5296",37.3655555557928,-89.1636111113055,"Dongola","Heliport",383
"5299",41.8188888887226,-88.0077777780491,"Advocate Good Samaritan Hospital","Heliport",772
"5302",38.025605833279,-89.2359152778323,"Marshall Browning Hospital","Heliport",454
"5305",42.4305555556472,-89.3286111114772,"Durand Ambulance Service","Heliport",775
"5316",39.1249999997473,-88.5505555555023,"St Anthony Memorial Hospital","Heliport",593
"5317",39.0799999997943,-88.5441666662347,"Arch - Effingham","Heliport",585
"5319",41.8736111110252,-88.4969444442991,"Hammersmith","Heliport",812
"5320",42.0205822221487,-88.2828555553708,"Il Dept Of Transportation","Heliport",730
"5321",42.0369705558608,-88.325079444166,"Provena St Joseph Hospital - Elgin","Heliport",846
"5322",42.0722222223961,-88.3297222223203,"Sherman Hospital Randall Road","Heliport",905
"5323",42.0050283336047,-88.0178474998203,"Alexian Brothers Medical Center","Heliport",707
"5324",41.9241961114003,-87.9633986108,"Patten Industries","Heliport",695
"5325",41.8644444443102,-87.9372222226469,"Elmhurst Memorial Hospital","Heliport",674
"5333",42.0647516668372,-87.6845033330839,"Evanston Hospital-Golf Course Site","Heliport",610
"5334",42.0616963887041,-87.6739472220954,"Evanston Water Plant","Heliport",610
"5337",40.757534166611,-88.5133897225425,"Norman Rittenhouse","Heliport",640
"5341",38.3801305555744,-88.375044444548,"Fairfield Memorial Hospital","Heliport",450
"5348",38.6794444441673,-88.472499999929,"Clay County Hospital","Heliport",475
"5350",42.3897430553928,-88.181473888786,"Precision Chrome","Heliport",745
"5351",42.4033538886716,-88.1875855552618,"Arrow","Heliport",738
"5355",42.2944636112145,-89.6378938889554,"Fhn Memorial Hospital","Heliport",870
"5357",37.8383811112399,-88.5828313885518,"The American Coal Company","Heliport",439
"5359",42.4497222224685,-90.456944444705,"Midwest Medical Center","Heliport",865
"5361",40.9556833331228,-90.3657861109066,"Galesburg Cottage Hospital","Heliport",850
"5362",40.9866666666636,-90.3613888890319,"Osf St Mary Medical Center - Galesburg","Heliport",790
"5364",41.4555900001888,-90.1681744443131,"Black Hawk","Heliport",630
"5365",41.4611111108045,-90.1569444441479,"Hammond-Henry Hospital","Heliport",650
"5366",41.8874999998468,-88.3436111108607,"Delnor Community Hospital","Heliport",770
"5368",40.4792005553299,-88.3686647225879,"Gibson Area Hospital","Heliport",782
"5372",42.1000250000942,-88.3692491665117,"Olivers","Heliport",895
"5374",41.9147500000293,-88.05589999961,"Adventist Glenoaks Medical Center","Heliport",734
"5375",42.0930830558827,-87.8525658328912,"Northshore Glenbrook Hospital","Heliport",678
"5377",38.9733816665354,-90.4612272221108,"Dept Of Juvenile Justice","Heliport",450
"5378",37.6328277780637,-89.5062077781446,"Grand Tower","Heliport",370
"5380",38.6999666666208,-90.1433194447054,"Gateway Rgnl Medical Center","Heliport",425
"5382",37.3975519441348,-88.7742252778714,"Vienna Correctional Center","Heliport",510
"5384",42.3383333335123,-88.0094444448536,"Nw Lake Forest Hospital-Grayslake","Heliport",823
"5387",38.9033277777341,-89.4066999999374,"Greenville Rgnl Hospital","Heliport",585
"5390",42.3583333331621,-87.8875000000554,"Nordic","Heliport",700
"5396",39.1588888892166,-90.6222222219289,"Calhoun Medical Center","Heliport",460
"5398",37.7312722223367,-88.5222583329984,"Harrisburg Medical Center","Heliport",397
"5404",42.4265388886719,-88.6058916665113,"Mercy Harvard Hospital","Heliport",1012
"5405",41.6057222223351,-87.6599583330975,"Ingalls Memorial Hospital","Heliport",640
"5406",41.6122222218946,-87.6699999995841,"Harvey Police Department","Heliport",605
"5407",40.3058333331785,-90.0544444442046,"Mason District Hospital","Heliport",479
"5409",41.5669786113897,-87.6958802778667,"South Suburban Hospital","Heliport",665
"5413",37.801944444682,-89.0261111111625,"Herrin Hospital","Heliport",444
"5415",40.3111111110637,-88.9511111112478,"Brown","Heliport",790
"5417",42.1988888892213,-87.8267338884626,"City Of Highland Park","Heliport",640
"5418",39.1516666665454,-89.4813888890147,"Hillsboro Area Hospital","Heliport",650
"5423",41.8053444443311,-87.9216361111077,"Adventist Hinsdale Hospital","Heliport",725
"5424",42.0529888885919,-88.1399444444177,"St Alexius Medical Center","Heliport",920
"5425",42.0777777779587,-88.1236111115301,"Ameritech Center","Heliport",842
"5427",40.4586474996932,-87.6594680559717,"Hoopeston Community Memorial Hospital","Heliport",583
"5428",40.4174999999294,-89.4161111110782,"Hopedale Medical Complex","Heliport",643
"5434",38.1297694444113,-88.9047888889374,"Big Muddy Correctional Facility","Heliport",425
"5438",39.7477277781164,-90.2603583334674,"Passavant Area Hospital","Heliport",604
"5439",41.4797222225301,-88.0583333335937,"Chicagoland Speedway","Heliport",650
"5442",39.1100472220372,-90.3437258330299,"Jersey Community Hospital","Heliport",630
"5445",41.5286416669753,-88.1370047220235,"Provena St Joseph Medical Center","Heliport",641
"5449",41.1249416664978,-87.8811444445731,"Riverside Medical Center","Heliport",674
"5451",41.1219766669031,-87.8722644443776,"St Mary's Hospital - Kankakee","Heliport",610
"5453",38.7602777778258,-89.6741666662671,"Highland","Heliport",560
"5455",41.2216666667361,-89.9477777776991,"Kewanee Hospital","Heliport",849
"5462",41.7969944445001,-87.8872833335954,"Adventist La Grange Memorial Hospital","Heliport",700
"5465",42.2536341667816,-87.8636813885876,"Northwestern Lake Forest Hospital","Heliport",680
"5471",38.7281025002722,-87.6947486108144,"Lawrence Co Memorial Hospital","Heliport",470
"5476",41.6722530555547,-88.0042261107069,"Lemont Fire Dept","Heliport",590
"5481",42.274638888876,-87.9572777779148,"Advocate Condell Medical Center","Heliport",762
"5483",40.1530555554109,-89.3908333337551,"Abraham Lincoln Memorial Hospital","Heliport",586
"5487",42.4128888887222,-88.0568888893292,"Vista Surgery Center","Heliport",809
"5490",39.18111111103,-89.6397222219683,"St Francis Hospital - Litchfield","Heliport",690
"5491",39.1605555553533,-89.6658333331428,"Litchfield West Side Emergency Services","Heliport",677
"5493",39.6775513887796,-89.8051027781387,"Reyhan","Heliport",600
"5498",42.3194661110232,-88.2789752780094,"Centegra Hospital Mchenry","Heliport",815
"5502",38.0867144441595,-88.5389394441566,"Hamilton Memorial Hospital","Heliport",440
"5505",40.4500408334599,-90.6667969443304,"Mcdonough District Hospital","Heliport",685
"5508",40.1867999998071,-88.5039833329467,"Reynolds Aerial Service","Heliport",711
"5522",37.7236608334691,-88.9570152776729,"Va Medical Center","Heliport",464
"5523",37.7427777780027,-88.9924999998168,"Heartland Rgnl Medical Center","Heliport",451
"5525",38.2762083330078,-89.6718750001969,"Prairie State Generating","Heliport",449
"5529",38.7369925002177,-89.9467674999913,"Anderson Hospital","Heliport",590
"5531",39.488888888545,-88.2733333334091,"Sarah Bush Lincoln Health Center","Heliport",702
"5532",39.4927777776079,-88.4122222224061,"Rural King Supply","Heliport",715
"5535",41.9113888885945,-87.843888888781,"Gottlieb","Heliport",688
"5536",41.9086111113164,-87.873611111515,"Henry Valve Company","Heliport",640
"5539",41.5525000001622,-89.0863888886854,"Mendota Community Hospital","Heliport",773
"5541",40.1313999999225,-89.5931944444597,"Maaks","Heliport",527
"5546",40.8608333335921,-88.9872222223511,"Jerry Lay","Heliport",757
"5548",41.5392499998157,-88.3248611113312,"Wilson","Heliport",595
"5549",41.3869444444898,-88.2658333332379,"Dresden Power Station","Heliport",509
"5553",41.4680555557496,-90.5308333337161,"Trinity Medical Center - Moline","Heliport",570
"5559",41.3851333336024,-87.7202833332583,"Kaiser","Heliport",750
"5561",40.9217047220576,-90.65541333315,"Osf Holy Family Medical Center","Heliport",760
"5563",41.716973611416,-88.3592380553212,"Caterpillar Aurora","Heliport",660
"5566",40.0599999996582,-88.5600000004284,"Kirby Medical Center","Heliport",673
"5568",41.3703094444032,-88.4270119442084,"Morris Hospital","Heliport",512
"5570",41.809444444737,-89.9574999996774,"Morrison Community Hospital","Heliport",634
"5574",38.4214358329874,-87.7694730552107,"Wabash General Hospital","Heliport",469
"5580",38.3122222222413,-88.9361111109055,"Crossroads Community Hospital","Heliport",545
"5581",38.2972222222135,-88.93777777771,"St Mary's Good Samaritan","Heliport",501
"5586",37.7735194447682,-89.3254722218046,"St Joseph Memorial Hospital","Heliport",405
"5589",41.7605361107957,-88.1535527774167,"Edward Hospital","Heliport",702
"5590",38.3388888890497,-89.3922222226091,"Washington County Hospital","Heliport",700
"5606",41.5455555555842,-87.981944444825,"Silver Cross Hospital","Heliport",717
"5609",38.989487499984,-88.1764280554283,"Jasper County Safety Council","Heliport",540
"5611",38.3013888888671,-89.2936111112775,"Nokomis Community Memorial Park","Heliport",665
"5612",40.4963888890934,-88.9908333330123,"Advocate Bromenn Medical Center","Heliport",810
"5613",41.8480555555553,-87.9444444448676,"Mc Donald's Plaza","Heliport",665
"5614",41.8497222223183,-87.9272222218199,"Center Point","Heliport",660
"5616",38.73754750015,-88.0772594442414,"Richland Memorial Hospital","Heliport",485
"5618",41.5236111107997,-87.7097222222469,"Franciscan St James Health - Olympia Fields","Heliport",718
"5623",41.9341666664599,-89.3649999996326,"Wilco","Heliport",805
"5624",41.3572552781139,-88.825076389026,"Osf St Elizabeth Medical Center","Heliport",480
"5626",42.1678027780728,-88.0264633333384,"Rotor Swing","Heliport",750
"5628",41.6691666668636,-87.8125555555512,"Palos Community Hospital","Heliport",717
"5629",39.3788861114395,-89.0844416663395,"Pana Community Hospital","Heliport",685
"5630",39.6078124997258,-87.6764144441249,"Paris Community Hospital","Heliport",734
"5631",39.6033680558518,-87.7122488884938,"State Highway Paris","Heliport",740
"5633",42.0384277776359,-87.8482638890305,"Advocate Lutheran General Hospital","Heliport",805
"5640",42.346128611024,-89.2865002774571,"Olson","Heliport",750
"5641",42.3072222221358,-89.362499999875,"Pecatonica Fire Protection District","Heliport",774
"5647",40.7027638889723,-89.592449999804,"Osf Saint Francis Medical Center","Heliport",720
